2021-2022 student count - year to date,2021-2022 attendance rate - year to date,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Category: Student Group,District code: District name
44,93.07,39.0,96.29,29.0,95.14,Free/Reduced Lunch: Reduced Price Meal Eligible,2040012: Regional School District 04
184,91.3,188.0,93.96,182.0,93.59,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2040012: Regional School District 04
56,94.26,44.0,94.98,,,Race/Ethnicity: Hispanic/Latino of any race,2040012: Regional School District 04
702,93.39,743.0,96.54,768.0,95.0,Race/Ethnicity: White,2040012: Regional School District 04
519,94.37,533.0,97.39,567.0,95.62,High Needs: Students Without High Needs,2040012: Regional School District 04
289,91.78,299.0,94.75,291.0,93.92,High Needs: Students With High Needs,2040012: Regional School District 04
271,89.37,279.0,90.84,280.0,93.72,Students With Disabilities: Students With Disabilities,2050012: Regional School District 05
240,91.94,219.0,91.92,226.0,95.01,Free/Reduced Lunch: Free Meal Eligible,2050012: Regional School District 05
68,91.87,61.0,93.89,62.0,94.55,Free/Reduced Lunch: Reduced Price Meal Eligible,2050012: Regional School District 05
308,91.92,280.0,92.35,288.0,94.92,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2050012: Regional School District 05
409,95.18,403.0,95.94,420.0,96.61,Race/Ethnicity: All other races,2050012: Regional School District 05
74,93.48,79.0,93.51,74.0,95.75,Race/Ethnicity: Black or African American,2050012: Regional School District 05
161,92.92,142.0,93.53,67.0,95.09,Race/Ethnicity: Hispanic/Latino of any race,2050012: Regional School District 05
1488,92.89,1562.0,94.54,1635.0,95.59,Race/Ethnicity: White,2050012: Regional School District 05
1593,94.15,1656.0,95.56,1671.0,96.18,High Needs: Students Without High Needs,2050012: Regional School District 05
528,91.07,517.0,91.93,525.0,94.48,High Needs: Students With High Needs,2050012: Regional School District 05
149,90.33,147.0,93.19,137.0,93.25,Students With Disabilities: Students With Disabilities,2060012: Regional School District 06
157,91.1,160.0,94.11,159.0,94.2,Free/Reduced Lunch: Free Meal Eligible,2060012: Regional School District 06
41,88.97,46.0,93.23,51.0,93.4,Free/Reduced Lunch: Reduced Price Meal Eligible,2060012: Regional School District 06
198,90.66,206.0,93.91,210.0,94.01,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2060012: Regional School District 06
49,91.76,46.0,95.17,,,Race/Ethnicity: Hispanic/Latino of any race,2060012: Regional School District 06
738,92.47,746.0,95.07,766.0,94.82,Race/Ethnicity: White,2060012: Regional School District 06
524,93.29,514.0,95.86,542.0,95.36,High Needs: Students Without High Needs,2060012: Regional School District 06
304,91.1,315.0,93.75,310.0,93.87,High Needs: Students With High Needs,2060012: Regional School District 06
188,91.58,187.0,94.84,191.0,94.13,Students With Disabilities: Students With Disabilities,2070012: Regional School District 07
144,90.81,149.0,95.09,151.0,93.44,Free/Reduced Lunch: Free Meal Eligible,2070012: Regional School District 07
42,90.85,51.0,95.42,55.0,94.24,Free/Reduced Lunch: Reduced Price Meal Eligible,2070012: Regional School District 07
186,90.82,200.0,95.18,206.0,93.65,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2070012: Regional School District 07
35,93.15,31.0,96.73,,,Race/Ethnicity: Hispanic/Latino of any race,2070012: Regional School District 07
841,93.17,914.0,96.48,964.0,94.8,Race/Ethnicity: White,2070012: Regional School District 07
582,94.1,636.0,97.15,696.0,95.21,High Needs: Students Without High Needs,2070012: Regional School District 07
317,91.55,329.0,95.25,334.0,94.08,High Needs: Students With High Needs,2070012: Regional School District 07
176,91.06,187.0,92.23,190.0,93.36,Students With Disabilities: Students With Disabilities,2080012: Regional School District 08
160,91.56,156.0,90.62,184.0,94.54,Free/Reduced Lunch: Free Meal Eligible,2080012: Regional School District 08
41,93.73,44.0,91.25,33.0,93.67,Free/Reduced Lunch: Reduced Price Meal Eligible,2080012: Regional School District 08
201,92.0,200.0,90.76,217.0,94.41,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2080012: Regional School District 08
85,94.45,83.0,94.43,76.0,95.15,Race/Ethnicity: Hispanic/Latino of any race,2080012: Regional School District 08
1070,94.66,1157.0,95.52,1272.0,95.93,Race/Ethnicity: White,2080012: Regional School District 08
880,95.54,959.0,96.75,1061.0,96.39,High Needs: Students Without High Needs,2080012: Regional School District 08
335,92.0,334.0,92.0,344.0,94.24,High Needs: Students With High Needs,2080012: Regional School District 08
119,88.5,114.0,91.24,111.0,92.03,Students With Disabilities: Students With Disabilities,2090012: Regional School District 09
83,90.07,83.0,93.1,85.0,93.77,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2090012: Regional School District 09
73,94.56,82.0,95.77,78.0,95.62,Race/Ethnicity: All other races,2090012: Regional School District 09
675,92.92,679.0,95.29,719.0,95.29,Race/Ethnicity: White,2090012: Regional School District 09
622,93.99,640.0,96.14,681.0,95.82,High Needs: Students Without High Needs,2090012: Regional School District 09
190,89.92,184.0,92.09,183.0,93.18,High Needs: Students With High Needs,2090012: Regional School District 09
258,93.16,254.0,93.21,259.0,94.2,Students With Disabilities: Students With Disabilities,2100012: Regional School District 10
238,93.16,225.0,92.88,235.0,94.75,Free/Reduced Lunch: Free Meal Eligible,2100012: Regional School District 10
55,94.1,55.0,94.25,38.0,96.24,Free/Reduced Lunch: Reduced Price Meal Eligible,2100012: Regional School District 10
293,93.33,280.0,93.15,273.0,94.96,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2100012: Regional School District 10
31,96.2,34.0,96.8,35.0,96.08,English Learners: English Learners,2100012: Regional School District 10
479,94.72,400.0,95.38,396.0,95.74,Race/Ethnicity: All other races,2100012: Regional School District 10
1501,94.64,1666.0,95.05,1692.0,95.78,Race/Ethnicity: White,2100012: Regional School District 10
1609,95.02,1675.0,95.47,1715.0,96.02,High Needs: Students Without High Needs,2100012: Regional School District 10
495,93.49,483.0,93.51,481.0,94.8,High Needs: Students With High Needs,2100012: Regional School District 10
39,88.16,37.0,90.19,38.0,93.4,Students With Disabilities: Students With Disabilities,2110012: Regional School District 11
100,90.43,83.0,91.29,66.0,93.28,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2110012: Regional School District 11
187,91.12,176.0,93.74,180.0,95.19,Race/Ethnicity: White,2110012: Regional School District 11
88,92.35,100.0,94.64,119.0,95.67,High Needs: Students Without High Needs,2110012: Regional School District 11
119,90.08,102.0,91.69,90.0,94.11,High Needs: Students With High Needs,2110012: Regional School District 11
90,91.91,97.0,93.15,102.0,94.2,Students With Disabilities: Students With Disabilities,2120012: Regional School District 12
120,91.4,114.0,90.25,121.0,93.14,Free/Reduced Lunch: Free Meal Eligible,2120012: Regional School District 12
36,92.57,38.0,94.37,25.0,95.22,Free/Reduced Lunch: Reduced Price Meal Eligible,2120012: Regional School District 12
156,91.68,152.0,91.26,146.0,93.51,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2120012: Regional School District 12
73,91.89,63.0,90.02,50.0,94.1,Race/Ethnicity: Hispanic/Latino of any race,2120012: Regional School District 12
605,93.46,594.0,94.35,578.0,94.52,Race/Ethnicity: White,2120012: Regional School District 12
477,93.87,445.0,94.86,434.0,94.89,High Needs: Students Without High Needs,2120012: Regional School District 12
227,92.04,227.0,92.15,224.0,93.62,High Needs: Students With High Needs,2120012: Regional School District 12
283,91.89,261.0,93.75,270.0,94.62,Students With Disabilities: Students With Disabilities,2130012: Regional School District 13
165,90.41,174.0,92.86,167.0,94.6,Free/Reduced Lunch: Free Meal Eligible,2130012: Regional School District 13
50,91.67,57.0,91.92,45.0,93.55,Free/Reduced Lunch: Reduced Price Meal Eligible,2130012: Regional School District 13
215,90.71,231.0,92.62,212.0,94.38,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2130012: Regional School District 13
96,92.06,95.0,94.28,98.0,95.12,Race/Ethnicity: Hispanic/Latino of any race,2130012: Regional School District 13
1183,93.93,1246.0,95.91,1292.0,95.58,Race/Ethnicity: White,2130012: Regional School District 13
915,94.83,985.0,96.77,1047.0,95.97,High Needs: Students Without High Needs,2130012: Regional School District 13
420,91.73,424.0,93.6,424.0,94.64,High Needs: Students With High Needs,2130012: Regional School District 13
251,93.83,228.0,95.86,255.0,94.01,Students With Disabilities: Students With Disabilities,2140012: Regional School District 14
233,92.8,204.0,94.86,261.0,93.13,Free/Reduced Lunch: Free Meal Eligible,2140012: Regional School District 14
83,94.23,73.0,95.78,70.0,94.71,Free/Reduced Lunch: Reduced Price Meal Eligible,2140012: Regional School District 14
316,93.18,277.0,95.1,331.0,93.46,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2140012: Regional School District 14
23,93.43,,,,,English Learners: English Learners,2140012: Regional School District 14
128,94.31,115.0,95.21,92.0,94.5,Race/Ethnicity: Hispanic/Latino of any race,2140012: Regional School District 14
1342,95.03,1346.0,97.25,1396.0,95.11,Race/Ethnicity: White,2140012: Regional School District 14
1031,95.61,1071.0,97.76,1040.0,95.7,High Needs: Students Without High Needs,2140012: Regional School District 14
510,93.75,463.0,95.65,526.0,93.86,High Needs: Students With High Needs,2140012: Regional School District 14
623,91.31,581.0,95.91,627.0,94.42,Students With Disabilities: Students With Disabilities,2150012: Regional School District 15
331,90.26,376.0,95.41,358.0,93.95,Free/Reduced Lunch: Free Meal Eligible,2150012: Regional School District 15
81,90.63,96.0,96.58,101.0,93.61,Free/Reduced Lunch: Reduced Price Meal Eligible,2150012: Regional School District 15
412,90.33,472.0,95.65,459.0,93.88,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2150012: Regional School District 15
45,92.45,47.0,96.59,43.0,95.5,English Learners: English Learners,2150012: Regional School District 15
299,93.94,285.0,97.94,289.0,96.67,Race/Ethnicity: All other races,2150012: Regional School District 15
89,93.96,80.0,96.57,63.0,96.53,Race/Ethnicity: Black or African American,2150012: Regional School District 15
282,91.81,227.0,96.29,214.0,95.55,Race/Ethnicity: Hispanic/Latino of any race,2150012: Regional School District 15
2832,92.94,2880.0,97.24,3025.0,95.5,Race/Ethnicity: White,2150012: Regional School District 15
2544,93.51,2487.0,97.68,2620.0,96.03,High Needs: Students Without High Needs,2150012: Regional School District 15
930,91.42,939.0,96.12,971.0,94.5,High Needs: Students With High Needs,2150012: Regional School District 15
256,93.1,256.0,93.57,253.0,95.52,Students With Disabilities: Students With Disabilities,2160012: Regional School District 16
287,93.31,336.0,94.24,361.0,94.62,Free/Reduced Lunch: Free Meal Eligible,2160012: Regional School District 16
112,94.64,112.0,94.78,88.0,95.57,Free/Reduced Lunch: Reduced Price Meal Eligible,2160012: Regional School District 16
399,93.69,448.0,94.38,449.0,94.81,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2160012: Regional School District 16
43,94.2,38.0,95.99,40.0,94.84,English Learners: English Learners,2160012: Regional School District 16
69,95.04,65.0,95.44,69.0,95.94,Race/Ethnicity: All other races,2160012: Regional School District 16
81,95.85,85.0,96.81,75.0,96.93,Race/Ethnicity: Black or African American,2160012: Regional School District 16
159,94.63,149.0,96.31,130.0,95.41,Race/Ethnicity: Hispanic/Latino of any race,2160012: Regional School District 16
1626,95.24,1697.0,96.03,1764.0,96.17,Race/Ethnicity: White,2160012: Regional School District 16
1342,95.79,1337.0,96.84,1408.0,96.56,High Needs: Students Without High Needs,2160012: Regional School District 16
588,93.87,637.0,94.39,630.0,95.19,High Needs: Students With High Needs,2160012: Regional School District 16
273,93.12,283.0,93.77,298.0,96.33,Students With Disabilities: Students With Disabilities,2170012: Regional School District 17
163,92.21,191.0,92.41,208.0,94.71,Free/Reduced Lunch: Free Meal Eligible,2170012: Regional School District 17
45,94.36,61.0,94.64,48.0,96.6,Free/Reduced Lunch: Reduced Price Meal Eligible,2170012: Regional School District 17
208,92.68,252.0,92.95,256.0,95.07,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2170012: Regional School District 17
87,93.35,83.0,94.46,84.0,95.97,Race/Ethnicity: All other races,2170012: Regional School District 17
1574,94.23,1627.0,94.91,1744.0,96.73,Race/Ethnicity: White,2170012: Regional School District 17
1301,94.52,1312.0,95.34,1414.0,96.99,High Needs: Students Without High Needs,2170012: Regional School District 17
431,93.13,476.0,93.59,500.0,95.9,High Needs: Students With High Needs,2170012: Regional School District 17
154,92.41,149.0,94.94,158.0,94.56,Students With Disabilities: Students With Disabilities,2180012: Regional School District 18
141,91.23,187.0,94.23,167.0,94.48,Free/Reduced Lunch: Free Meal Eligible,2180012: Regional School District 18
28,92.75,46.0,95.35,46.0,94.55,Free/Reduced Lunch: Reduced Price Meal Eligible,2180012: Regional School District 18
169,91.48,233.0,94.45,213.0,94.5,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2180012: Regional School District 18
26,93.36,25.0,96.46,28.0,96.76,English Learners: English Learners,2180012: Regional School District 18
81,93.16,74.0,95.57,,,Race/Ethnicity: Hispanic/Latino of any race,2180012: Regional School District 18
1060,93.77,1048.0,96.08,1065.0,95.41,Race/Ethnicity: White,2180012: Regional School District 18
896,94.28,842.0,96.59,888.0,95.74,High Needs: Students Without High Needs,2180012: Regional School District 18
303,92.38,343.0,94.91,334.0,94.67,High Needs: Students With High Needs,2180012: Regional School District 18
177,90.39,180.0,95.17,172.0,95.71,Students With Disabilities: Students With Disabilities,2190012: Regional School District 19
228,88.52,260.0,94.77,237.0,94.87,Free/Reduced Lunch: Free Meal Eligible,2190012: Regional School District 19
60,91.64,64.0,97.33,53.0,95.87,Free/Reduced Lunch: Reduced Price Meal Eligible,2190012: Regional School District 19
288,89.16,324.0,95.29,290.0,95.06,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2190012: Regional School District 19
85,95.59,141.0,97.75,167.0,96.53,Race/Ethnicity: All other races,2190012: Regional School District 19
50,91.9,,,,,Race/Ethnicity: Black or African American,2190012: Regional School District 19
127,89.87,,,,,Race/Ethnicity: Hispanic/Latino of any race,2190012: Regional School District 19
862,93.46,834.0,97.01,812.0,96.16,Race/Ethnicity: White,2190012: Regional School District 19
725,94.63,679.0,98.01,709.0,96.68,High Needs: Students Without High Needs,2190012: Regional School District 19
388,90.39,422.0,95.48,392.0,95.35,High Needs: Students With High Needs,2190012: Regional School District 19
158,85.12,,,,,Students With Disabilities: Students With Disabilities,2310018: Goodwin University Educational Services (GUES)
534,86.33,,,,,Free/Reduced Lunch: Free Meal Eligible,2310018: Goodwin University Educational Services (GUES)
129,89.85,,,,,Free/Reduced Lunch: Reduced Price Meal Eligible,2310018: Goodwin University Educational Services (GUES)
663,87.01,,,,,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2310018: Goodwin University Educational Services (GUES)
139,86.08,,,,,English Learners: English Learners,2310018: Goodwin University Educational Services (GUES)
78,90.87,,,,,Race/Ethnicity: All other races,2310018: Goodwin University Educational Services (GUES)
264,88.86,,,,,Race/Ethnicity: Black or African American,2310018: Goodwin University Educational Services (GUES)
460,86.61,,,,,Race/Ethnicity: Hispanic/Latino of any race,2310018: Goodwin University Educational Services (GUES)
131,90.83,,,,,Race/Ethnicity: White,2310018: Goodwin University Educational Services (GUES)
232,91.08,,,,,High Needs: Students Without High Needs,2310018: Goodwin University Educational Services (GUES)
699,87.23,,,,,High Needs: Students With High Needs,2310018: Goodwin University Educational Services (GUES)
51,77.53,43.0,79.29,61.0,87.75,Homelessness: Students Experiencing Homelessness,2410014: Capitol Region Education Council
1981,87.38,1537.0,88.57,1538.0,91.1,Students With Disabilities: Students With Disabilities,2410014: Capitol Region Education Council
5448,87.06,4248.0,88.01,4156.0,91.81,Free/Reduced Lunch: Free Meal Eligible,2410014: Capitol Region Education Council
1012,91.06,873.0,92.3,673.0,94.33,Free/Reduced Lunch: Reduced Price Meal Eligible,2410014: Capitol Region Education Council
6460,87.67,5121.0,88.75,4829.0,92.16,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2410014: Capitol Region Education Council
812,88.27,668.0,88.23,640.0,92.67,English Learners: English Learners,2410014: Capitol Region Education Council
978,91.04,813.0,94.64,788.0,94.04,Race/Ethnicity: All other races,2410014: Capitol Region Education Council
3174,89.64,2380.0,89.88,2280.0,93.3,Race/Ethnicity: Black or African American,2410014: Capitol Region Education Council
4073,87.39,3177.0,88.97,2960.0,91.98,Race/Ethnicity: Hispanic/Latino of any race,2410014: Capitol Region Education Council
1428,91.4,1401.0,94.65,1578.0,94.19,Race/Ethnicity: White,2410014: Capitol Region Education Council
2577,92.43,2117.0,95.37,2237.0,94.96,High Needs: Students Without High Needs,2410014: Capitol Region Education Council
7062,87.9,5653.0,89.17,5369.0,92.25,High Needs: Students With High Needs,2410014: Capitol Region Education Council
99,77.45,,,,,Students With Disabilities: Students With Disabilities,2420014: EdAdvance
72,72.31,,,,,Free/Reduced Lunch: Free Meal Eligible,2420014: EdAdvance
78,72.54,38.0,68.82,39.0,81.96,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2420014: EdAdvance
27,73.34,,,25.0,78.71,Race/Ethnicity: Hispanic/Latino of any race,2420014: EdAdvance
77,78.26,50.0,80.25,56.0,90.43,Race/Ethnicity: White,2420014: EdAdvance
323,86.91,327.0,87.75,345.0,90.71,Students With Disabilities: Students With Disabilities,2430014: Cooperative Educational Services
169,86.14,229.0,87.68,248.0,90.63,Free/Reduced Lunch: Free Meal Eligible,2430014: Cooperative Educational Services
82,91.41,55.0,90.98,66.0,93.96,Free/Reduced Lunch: Reduced Price Meal Eligible,2430014: Cooperative Educational Services
251,87.89,284.0,88.34,314.0,91.35,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2430014: Cooperative Educational Services
36,92.05,35.0,92.43,38.0,93.02,English Learners: English Learners,2430014: Cooperative Educational Services
79,89.13,65.0,91.48,71.0,95.06,Race/Ethnicity: All other races,2430014: Cooperative Educational Services
150,90.49,149.0,91.11,158.0,93.73,Race/Ethnicity: Black or African American,2430014: Cooperative Educational Services
253,89.55,245.0,91.1,236.0,92.97,Race/Ethnicity: Hispanic/Latino of any race,2430014: Cooperative Educational Services
204,90.66,215.0,90.13,217.0,92.05,Race/Ethnicity: White,2430014: Cooperative Educational Services
232,93.09,201.0,95.05,173.0,96.4,High Needs: Students Without High Needs,2430014: Cooperative Educational Services
448,88.42,468.0,88.98,509.0,91.92,High Needs: Students With High Needs,2430014: Cooperative Educational Services
748,80.85,764.0,75.41,780.0,88.69,Students With Disabilities: Students With Disabilities,2440014: Area Cooperative Educational Services
913,81.57,953.0,76.14,965.0,91.1,Free/Reduced Lunch: Free Meal Eligible,2440014: Area Cooperative Educational Services
139,87.49,117.0,83.46,133.0,95.65,Free/Reduced Lunch: Reduced Price Meal Eligible,2440014: Area Cooperative Educational Services
1052,82.36,1070.0,76.95,1098.0,91.66,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2440014: Area Cooperative Educational Services
103,84.23,139.0,79.01,123.0,92.76,English Learners: English Learners,2440014: Area Cooperative Educational Services
147,84.75,167.0,82.42,154.0,93.11,Race/Ethnicity: All other races,2440014: Area Cooperative Educational Services
594,84.56,560.0,79.58,579.0,90.99,Race/Ethnicity: Black or African American,2440014: Area Cooperative Educational Services
588,83.51,681.0,78.45,652.0,92.27,Race/Ethnicity: Hispanic/Latino of any race,2440014: Area Cooperative Educational Services
430,87.7,404.0,82.04,425.0,93.21,Race/Ethnicity: White,2440014: Area Cooperative Educational Services
437,90.1,424.0,87.91,344.0,95.44,High Needs: Students Without High Needs,2440014: Area Cooperative Educational Services
1315,83.31,1379.0,77.46,1466.0,91.38,High Needs: Students With High Needs,2440014: Area Cooperative Educational Services
190,89.48,355.0,85.34,372.0,92.77,Students With Disabilities: Students With Disabilities,2450014: Learn
442,88.39,1055.0,85.5,1062.0,93.03,Free/Reduced Lunch: Free Meal Eligible,2450014: Learn
82,90.74,255.0,90.36,186.0,95.72,Free/Reduced Lunch: Reduced Price Meal Eligible,2450014: Learn
524,88.76,1310.0,86.46,1248.0,93.43,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2450014: Learn
83,88.81,211.0,84.09,249.0,93.5,English Learners: English Learners,2450014: Learn
155,90.49,234.0,92.14,230.0,94.92,Race/Ethnicity: All other races,2450014: Learn
98,90.77,353.0,86.36,323.0,94.91,Race/Ethnicity: Black or African American,2450014: Learn
333,89.84,839.0,86.93,820.0,93.0,Race/Ethnicity: Hispanic/Latino of any race,2450014: Learn
389,91.88,592.0,93.66,621.0,95.42,Race/Ethnicity: White,2450014: Learn
372,93.53,599.0,95.13,624.0,95.91,High Needs: Students Without High Needs,2450014: Learn
602,89.19,1418.0,86.97,1370.0,93.54,High Needs: Students With High Needs,2450014: Learn
159,83.15,191.0,83.56,208.0,90.9,Students With Disabilities: Students With Disabilities,2530014: Eastern Connecticut Regional Educational Service Center (EASTCONN)
155,79.88,230.0,77.72,253.0,89.2,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2530014: Eastern Connecticut Regional Educational Service Center (EASTCONN)
70,81.62,86.0,77.16,105.0,88.79,Race/Ethnicity: Hispanic/Latino of any race,2530014: Eastern Connecticut Regional Educational Service Center (EASTCONN)
273,83.46,289.0,82.36,326.0,91.71,Race/Ethnicity: White,2530014: Eastern Connecticut Regional Educational Service Center (EASTCONN)
154,84.12,118.0,84.0,143.0,92.76,High Needs: Students Without High Needs,2530014: Eastern Connecticut Regional Educational Service Center (EASTCONN)
230,82.03,309.0,79.58,344.0,90.01,High Needs: Students With High Needs,2530014: Eastern Connecticut Regional Educational Service Center (EASTCONN)
45,90.6,47.0,94.67,39.0,94.8,Students With Disabilities: Students With Disabilities,2610013: Jumoke Academy District
108,92.19,159.0,95.48,223.0,95.0,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2610013: Jumoke Academy District
558,91.04,597.0,93.78,587.0,94.11,Race/Ethnicity: Black or African American,2610013: Jumoke Academy District
26,89.13,31.0,92.02,26.0,93.82,Race/Ethnicity: Hispanic/Latino of any race,2610013: Jumoke Academy District
441,90.6,431.0,92.84,376.0,93.38,High Needs: Students Without High Needs,2610013: Jumoke Academy District
148,91.88,196.0,95.21,249.0,94.95,High Needs: Students With High Needs,2610013: Jumoke Academy District
26,91.37,28.0,92.36,28.0,95.75,Students With Disabilities: Students With Disabilities,2630013: Odyssey Community School District
108,94.31,100.0,95.26,110.0,96.04,Free/Reduced Lunch: Free Meal Eligible,2630013: Odyssey Community School District
29,95.46,27.0,92.91,27.0,95.25,Free/Reduced Lunch: Reduced Price Meal Eligible,2630013: Odyssey Community School District
137,94.56,127.0,94.76,137.0,95.88,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2630013: Odyssey Community School District
38,92.17,37.0,95.97,47.0,95.94,English Learners: English Learners,2630013: Odyssey Community School District
85,90.95,78.0,97.07,76.0,93.57,Race/Ethnicity: All other races,2630013: Odyssey Community School District
70,96.03,71.0,95.93,72.0,97.46,Race/Ethnicity: Black or African American,2630013: Odyssey Community School District
63,92.69,72.0,94.27,65.0,95.07,Race/Ethnicity: Hispanic/Latino of any race,2630013: Odyssey Community School District
96,94.62,99.0,96.4,109.0,95.09,Race/Ethnicity: White,2630013: Odyssey Community School District
154,93.71,167.0,97.01,151.0,94.85,High Needs: Students Without High Needs,2630013: Odyssey Community School District
159,93.59,153.0,94.87,171.0,95.6,High Needs: Students With High Needs,2630013: Odyssey Community School District
29,93.24,29.0,95.45,27.0,96.27,Students With Disabilities: Students With Disabilities,2640013: Integrated Day Charter School District
140,92.65,117.0,94.43,116.0,95.85,Free/Reduced Lunch: Free Meal Eligible,2640013: Integrated Day Charter School District
34,93.0,28.0,95.31,36.0,94.84,Free/Reduced Lunch: Reduced Price Meal Eligible,2640013: Integrated Day Charter School District
174,92.72,145.0,94.6,152.0,95.61,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2640013: Integrated Day Charter School District
22,94.24,25.0,95.7,29.0,97.09,English Learners: English Learners,2640013: Integrated Day Charter School District
80,94.76,81.0,95.82,75.0,96.4,Race/Ethnicity: All other races,2640013: Integrated Day Charter School District
39,93.84,34.0,94.47,34.0,95.87,Race/Ethnicity: Black or African American,2640013: Integrated Day Charter School District
61,91.89,56.0,93.55,56.0,95.14,Race/Ethnicity: Hispanic/Latino of any race,2640013: Integrated Day Charter School District
137,93.15,146.0,96.03,153.0,96.19,Race/Ethnicity: White,2640013: Integrated Day Charter School District
131,94.06,151.0,95.87,146.0,96.2,High Needs: Students Without High Needs,2640013: Integrated Day Charter School District
186,92.95,166.0,94.92,172.0,95.86,High Needs: Students With High Needs,2640013: Integrated Day Charter School District
50,90.43,53.0,95.75,48.0,93.91,Students With Disabilities: Students With Disabilities,2650013: Interdistrict School for Arts and Comm District
162,91.21,173.0,95.12,168.0,94.66,Free/Reduced Lunch: Free Meal Eligible,2650013: Interdistrict School for Arts and Comm District
30,94.27,26.0,95.65,21.0,95.4,Free/Reduced Lunch: Reduced Price Meal Eligible,2650013: Interdistrict School for Arts and Comm District
192,91.68,199.0,95.19,189.0,94.74,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2650013: Interdistrict School for Arts and Comm District
56,92.45,54.0,95.78,52.0,95.11,English Learners: English Learners,2650013: Interdistrict School for Arts and Comm District
42,94.99,49.0,95.85,,,Race/Ethnicity: Black or African American,2650013: Interdistrict School for Arts and Comm District
180,92.51,173.0,95.83,168.0,95.29,Race/Ethnicity: Hispanic/Latino of any race,2650013: Interdistrict School for Arts and Comm District
66,95.16,62.0,97.8,67.0,96.01,High Needs: Students Without High Needs,2650013: Interdistrict School for Arts and Comm District
206,91.92,214.0,95.37,204.0,94.82,High Needs: Students With High Needs,2650013: Interdistrict School for Arts and Comm District
52,80.69,55.0,74.98,53.0,94.07,Students With Disabilities: Students With Disabilities,2680013: Common Ground High School District
122,79.64,140.0,74.76,133.0,93.24,Free/Reduced Lunch: Free Meal Eligible,2680013: Common Ground High School District
136,79.78,152.0,74.67,142.0,93.18,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2680013: Common Ground High School District
69,83.4,75.0,78.05,81.0,93.27,Race/Ethnicity: Black or African American,2680013: Common Ground High School District
88,80.38,97.0,73.69,87.0,93.94,Race/Ethnicity: Hispanic/Latino of any race,2680013: Common Ground High School District
57,89.19,60.0,87.55,53.0,94.67,High Needs: Students Without High Needs,2680013: Common Ground High School District
154,81.02,172.0,75.4,162.0,93.32,High Needs: Students With High Needs,2680013: Common Ground High School District
51,92.55,57.0,88.14,57.0,92.23,Students With Disabilities: Students With Disabilities,2690013: The Bridge Academy District
154,93.0,173.0,92.14,173.0,93.5,Free/Reduced Lunch: Free Meal Eligible,2690013: The Bridge Academy District
35,93.43,33.0,95.34,39.0,94.65,Free/Reduced Lunch: Reduced Price Meal Eligible,2690013: The Bridge Academy District
189,93.08,206.0,92.66,212.0,93.71,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2690013: The Bridge Academy District
147,94.23,155.0,92.87,147.0,94.14,Race/Ethnicity: Black or African American,2690013: The Bridge Academy District
117,93.47,107.0,94.14,115.0,94.03,Race/Ethnicity: Hispanic/Latino of any race,2690013: The Bridge Academy District
64,96.27,51.0,97.63,48.0,96.81,High Needs: Students Without High Needs,2690013: The Bridge Academy District
204,93.12,215.0,92.43,221.0,93.56,High Needs: Students With High Needs,2690013: The Bridge Academy District
23,93.74,20.0,92.66,21.0,96.3,Students With Disabilities: Students With Disabilities,2700013: Side By Side Charter School District
95,94.56,84.0,91.44,94.0,96.62,Free/Reduced Lunch: Free Meal Eligible,2700013: Side By Side Charter School District
22,92.32,34.0,93.82,24.0,96.42,Free/Reduced Lunch: Reduced Price Meal Eligible,2700013: Side By Side Charter School District
117,94.13,118.0,92.13,118.0,96.58,Free/Reduced Lunch: Free/Reduced Price Meal Eligible,2700013: Side By Side Charter School District
32,95.53,28.0,88.1,21.0,96.77,English Learners: English Learners,2700013: Side By Side Charter School District
